package,version,date,license,license_type
sh,0.106,2012-06-28 04:05:20.787000+00:00,MIT,Permissive
jdcal,1.0,2015-11-09 07:56:53.682000+00:00,BSD-3-Clause,Permissive
azure-mgmt-datalake-analytics,0.1.0,2016-11-14 17:21:07.499000+00:00,MIT,Permissive
h2,1.0.0,2015-10-15 17:19:41.989000+00:00,MIT,Permissive
aniso8601,0.48,2013-01-31 19:45:16.018000+00:00,GPL-3.0-or-later,Strong Copyleft
aniso8601,0.85,2014-11-17 23:04:12.038000+00:00,BSD-3-Clause,Permissive
google-cloud-resource-manager,0.20.0,2016-09-29 00:23:41.476000+00:00,Apache-2.0,Permissive
hyperframe,1.0.0,2015-04-13 02:07:17.843000+00:00,MIT,Permissive
docker-pycreds,0.1.0,2016-09-03 02:55:51.335000+00:00,Apache-2.0,Permissive
jsondiff,0.1.0,2015-10-19 14:05:22.627000+00:00,MIT,Permissive
pep517,0.2,2018-08-01 10:07:00.429000+00:00,MIT,Permissive
google-cloud-aiplatform,0.3.0,2020-11-09 17:51:30.340000+00:00,Apache-2.0,Permissive
databricks-api,0.1.0,2018-10-11 02:08:33.345000+00:00,MIT,Permissive
readme-renderer,0.7.0,2016-01-04 20:46:17.224000+00:00,Apache-2.0,Permissive
google-cloud-kms,0.1.0,2018-07-20 22:27:51.679000+00:00,Apache-2.0,Permissive
pybind11,1.0,2015-10-15 20:19:24.130000+00:00,BSD-3-Clause,Permissive
makefun,0.2.0,2019-01-31 16:47:28.314000+00:00,BSD-3-Clause,Permissive
tifffile,0.1.0,2014-10-11 13:46:49.320000+00:00,BSD-3-Clause,Permissive
azure-mgmt-cosmosdb,0.2.0,2017-06-27 19:09:12.588000+00:00,MIT,Permissive
cdk-nag,0.0.0,2021-07-20 23:06:34.838000+00:00,Apache-2.0,Permissive
geopy,0.92,2006-09-09 21:29:12+00:00,MIT,Permissive
opentelemetry-semantic-conventions,0.21b0,2021-05-12 04:06:46.022000+00:00,Apache-2.0,Permissive
parameterized,0.5.0,2016-08-02 16:24:10.569000+00:00,BSD-3-Clause,Permissive
requests-mock,0.1.0,2014-06-16 13:57:52.376000+00:00,Apache-2.0,Permissive
geographiclib,1.14,2011-09-30 15:20:36.843000+00:00,MIT,Permissive
pytest-metadata,1.0.0,2017-02-16 00:53:54.095000+00:00,MPL-2.0,Weak Copyleft
wasabi,0.0.1,2018-11-17 17:37:51.469000+00:00,MIT,Permissive
srsly,0.0.2,2018-12-02 02:47:43.204000+00:00,MIT,Permissive
jupyter-console,4.0.0,2015-07-15 22:56:44.032000+00:00,BSD-3-Clause,Permissive
google-cloud-bigtable,0.20.0,2016-09-29 00:17:34.975000+00:00,Apache-2.0,Permissive
pathtools,0.1.0,2010-12-31 09:21:42.377000+00:00,MIT,Permissive
azure-mgmt-recoveryservices,0.1.0,2017-07-20 22:18:40.595000+00:00,MIT,Permissive
azure-mgmt-sql,0.3.0,2017-02-28 00:45:37.198000+00:00,MIT,Permissive
azure-mgmt-datafactory,0.2.0,2017-09-22 16:46:11.226000+00:00,MIT,Permissive
azure-keyvault-certificates,4.0.0b3,2019-09-11 17:53:37.267000+00:00,MIT,Permissive
munch,2.0.3,2015-10-02 19:24:49.903000+00:00,MIT,Permissive
azure-mgmt-msi,0.1.0,2017-12-13 22:35:15.256000+00:00,MIT,Permissive
blis,0.0.1,2016-07-28 18:19:50.684000+00:00,MIT,Permissive
blis,0.3.1,2019-08-18 12:57:22.660000+00:00,BSD-3-Clause,Permissive
murmurhash,0.25.0,2015-12-21 10:45:11.619000+00:00,MIT,Permissive
inflect,0.1,2010-06-14 02:25:09.954000+00:00,Artistic-1.0-Perl,Unknown
inflect,0.1.1,2010-06-17 05:47:34.869000+00:00,GPL-3.0-or-later,Strong Copyleft
inflect,0.1.5,2010-06-26 14:14:05.547000+00:00,AGPL-3.0-or-later,Strong Copyleft
inflect,0.1.8,2010-07-10 15:13:06.344000+00:00,AGPL-3.0-only,Strong Copyleft
inflect,2.1.0,2018-11-12 18:01:08.088000+00:00,MIT,Permissive
shortuuid,0.1,2011-01-09 19:11:59.457000+00:00,BSD-3-Clause,Permissive
azure-batch,0.30.0rc2,2016-03-31 23:24:57.861000+00:00,Apache-2.0,Permissive
azure-batch,1.0.0,2016-08-10 16:02:44.034000+00:00,MIT,Permissive
azure-mgmt-monitor,0.1.0,2017-02-16 23:50:48.176000+00:00,MIT,Permissive
tensorflow-text,0.1.0rc2,2019-08-01 19:30:39.498000+00:00,Apache-2.0,Permissive
dynaconf,0.1.1,2015-08-20 20:41:39.619000+00:00,MIT,Permissive
boltons,0.1,2013-03-23 05:33:48.751000+00:00,BSD-3-Clause,Permissive
catalogue,0.0.2,2019-11-01 21:50:17.520000+00:00,MIT,Permissive
cymem,0.9,2014-10-04 13:39:58.653000+00:00,MIT,Permissive
preshed,0.1,2014-09-26 16:31:45.088000+00:00,MIT,Permissive
azure-mgmt-signalr,0.1.0,2018-05-07 20:28:18.762000+00:00,MIT,Permissive
wtforms,0.5,2010-02-13 21:03:08.462000+00:00,BSD-3-Clause,Permissive
azure-mgmt-containerservice,1.0.0,2017-08-08 21:28:01.042000+00:00,MIT,Permissive
natsort,2.0.0,2012-11-17 05:51:18.122000+00:00,MIT,Permissive
kfp-pipeline-spec,0.0.3rc1,2020-11-10 17:41:43.083000+00:00,Apache-2.0,Permissive
resampy,0.1.0rc0,2016-04-20 01:54:28+00:00,ISC,Permissive
yamllint,0.1.0,2016-01-12 16:43:26.691000+00:00,GPL-3.0-only,Strong Copyleft
azure-mgmt-web,0.30.0a1,2016-02-19 02:49:19.733000+00:00,Apache-2.0,Permissive
azure-mgmt-web,0.30.0rc6,2016-09-02 00:12:24.906000+00:00,MIT,Permissive
pytorch-lightning,0.0.2,2019-03-31 20:32:02.170000+00:00,MIT,Permissive
pytorch-lightning,0.4.1,2019-08-08 17:09:28.305000+00:00,Apache-2.0,Permissive
xlwt,0.7.0,2008-09-18 22:46:16+00:00,BSD-3-Clause,Permissive
boto3-stubs,0.1.8,2019-11-10 00:05:29.011000+00:00,MIT,Permissive
azure-mgmt-batch,0.30.0rc2,2016-03-31 23:25:29.622000+00:00,Apache-2.0,Permissive
azure-mgmt-batch,1.0.0,2016-08-10 16:14:22.191000+00:00,MIT,Permissive
azure-mgmt-rdbms,0.1.0,2017-05-08 17:49:29.233000+00:00,MIT,Permissive
cssselect,0.1,2012-04-13 19:15:29.559000+00:00,BSD-3-Clause,Permissive
datetime,4.0,2013-02-23 15:31:18.796000+00:00,ZPL-2.0,Unknown
azure-mgmt-eventhub,0.1.0,2016-10-27 23:05:19.565000+00:00,MIT,Permissive
azure-mgmt-containerinstance,0.1.0,2017-07-27 22:14:06.141000+00:00,MIT,Permissive
flask-caching,1.0.1,2016-08-30 11:26:27.167000+00:00,BSD-3-Clause,Permissive
azure-mgmt-redis,0.30.0a1,2016-02-19 02:50:55.551000+00:00,Apache-2.0,Permissive
azure-mgmt-redis,1.0.0,2016-08-30 22:14:29.899000+00:00,MIT,Permissive
pika,0.5,2010-07-01 07:42:38.505000+00:00,GPL-2.0-only,Strong Copyleft
pika,0.9.14,2014-07-11 20:33:57.784000+00:00,MPL-2.0,Weak Copyleft
pika,0.10.0b1,2015-07-10 23:54:30.755000+00:00,BSD-3-Clause,Permissive
azure-mgmt-dns,0.30.0rc5,2016-08-01 22:25:27.366000+00:00,MIT,Permissive
azure-loganalytics,0.1.0,2018-07-11 23:49:19.833000+00:00,MIT,Permissive
azure-mgmt-loganalytics,0.1.0,2017-11-01 17:26:21.545000+00:00,MIT,Permissive
google-cloud-datastore,0.20.0,2016-09-29 00:19:42.218000+00:00,Apache-2.0,Permissive
ddtrace,0.5.3,2017-01-23 16:45:23.172000+00:00,BSD-3-Clause,Permissive
azure-mgmt-cdn,0.30.0a1,2016-02-19 02:50:17.917000+00:00,Apache-2.0,Permissive
azure-mgmt-cdn,0.30.0rc6,2016-09-02 00:12:00.240000+00:00,MIT,Permissive
azure-mgmt-trafficmanager,0.30.0rc5,2016-08-09 22:24:28.487000+00:00,MIT,Permissive
azure-cli-telemetry,1.0.0,2018-08-14 14:55:47.556000+00:00,MIT,Permissive
pyotp,1.4,2014-03-05 18:49:37.553000+00:00,MIT,Permissive
pyotp,1.4.2,2015-08-03 22:01:59.383000+00:00,BSD-3-Clause,Permissive
pyotp,2.2.7,2018-11-06 00:23:49.571000+00:00,MIT,Permissive
azure-mgmt-iothub,0.1.0,2016-08-12 19:27:48.196000+00:00,MIT,Permissive
aws-requests-auth,0.2.1,2015-10-27 21:52:06.030000+00:00,BSD-3-Clause,Permissive
azure-mgmt-servicebus,0.1.0,2016-10-27 23:28:54.551000+00:00,MIT,Permissive
nvidia-cudnn-cu11,0.0.1.dev5,2022-07-18 22:27:20.752000+00:00,Apache-2.0,Permissive
aws-xray-sdk,0.91,2017-08-08 22:12:58.202000+00:00,Apache-2.0,Permissive
bokeh,0.3,2013-11-19 21:06:04.833000+00:00,BSD-3-Clause,Permissive
python-jenkins,0.4.0,2014-09-26 20:54:20.758000+00:00,BSD-3-Clause,Permissive
nvidia-cublas-cu11,0.0.1.dev5,2021-05-26 00:03:30.556000+00:00,Apache-2.0,Permissive
azure-mgmt-recoveryservicesbackup,0.1.0,2017-06-05 18:23:14.168000+00:00,MIT,Permissive
azure-cli,0.1.0b4,2016-09-20 23:39:47.294000+00:00,MIT,Permissive
azure-mgmt-cognitiveservices,0.30.0rc6,2016-09-02 00:10:53.840000+00:00,MIT,Permissive
azure-mgmt-devtestlabs,1.0.0,2016-09-13 16:58:40.775000+00:00,MIT,Permissive
levenshtein,0.12.0,2021-01-09 05:38:43.207000+00:00,GPL-3.0-only,Strong Copyleft
azure-mgmt-marketplaceordering,0.2.0,2019-03-11 16:55:59.045000+00:00,MIT,Permissive
nvidia-cuda-runtime-cu11,0.0.1.dev5,2021-05-26 00:04:02.129000+00:00,Apache-2.0,Permissive
azure-mgmt-search,0.1.0,2016-12-23 01:01:01.160000+00:00,MIT,Permissive
click-didyoumean,0.0.1,2016-03-13 00:51:18.229000+00:00,BSD-3-Clause,Permissive
click-didyoumean,0.1.0,2021-09-28 20:06:43.268000+00:00,MIT,Permissive
python-daemon,0.0,2022-07-19 05:49:21.559000+00:00,Apache-2.0,Permissive
python-daemon,1.2,2009-01-25 22:02:31+00:00,PSF-2.0,Unknown
python-daemon,1.5.7,2014-12-19 11:46:08.460000+00:00,Apache-2.0,Permissive
python-daemon,1.6,2010-05-10 12:38:38.136000+00:00,PSF-2.0,Unknown
python-daemon,1.6.1,2014-08-04 05:45:44.703000+00:00,Apache-2.0,Permissive
nvidia-cuda-nvrtc-cu11,0.0.1.dev5,2021-05-26 00:03:54.471000+00:00,Apache-2.0,Permissive
singledispatch,3.4.0.0,2013-05-25 22:04:19.137000+00:00,MIT,Permissive
azure-mgmt-eventgrid,0.1.0,2017-08-17 19:09:16.013000+00:00,MIT,Permissive
cligj,0.1.0,2015-01-06 22:24:02.670000+00:00,MIT,Permissive
cligj,0.2.0,2015-05-28 17:19:51.530000+00:00,BSD-3-Clause,Permissive
torchmetrics,0.3.0rc0,2021-04-07 10:15:01.746000+00:00,Apache-2.0,Permissive
azure-mgmt-media,0.1.1,2016-12-12 19:29:55.645000+00:00,MIT,Permissive
numexpr,1.1.1,2009-01-23 12:57:00+00:00,MIT,Permissive
azure-mgmt-applicationinsights,0.1.0,2018-01-17 22:41:56.171000+00:00,MIT,Permissive
mypy-boto3-redshift-data,1.14.59.1,2020-09-11 01:12:04.311000+00:00,MIT,Permissive
azure-mgmt-iothubprovisioningservices,0.1.0,2018-01-05 00:38:03.722000+00:00,MIT,Permissive
azure-mgmt-managementgroups,0.1.0,2018-05-31 20:52:53.286000+00:00,MIT,Permissive
azure-mgmt-billing,0.1.0,2017-05-18 23:23:27.244000+00:00,MIT,Permissive
azure-mgmt-servicefabric,0.1.0,2017-08-24 18:33:07.446000+00:00,MIT,Permissive
azure-mgmt-advisor,0.1.0,2017-11-06 23:07:59.684000+00:00,MIT,Permissive
parse,1.0.0,2011-11-17 06:33:50.306000+00:00,BSD-3-Clause,Permissive
pytest-timeout,0.1,2012-02-27 00:06:13.786000+00:00,MIT,Permissive
azure-mgmt-batchai,0.1.0,2017-10-03 19:30:05.101000+00:00,MIT,Permissive
azure-mgmt-consumption,0.1.0,2017-05-18 23:23:48.212000+00:00,MIT,Permissive
azure-mgmt-policyinsights,0.1.0,2018-05-04 18:18:24.426000+00:00,MIT,Permissive
imbalanced-learn,0.1.1,2016-07-09 10:09:09.144000+00:00,BSD-3-Clause,Permissive
imbalanced-learn,0.3.0,2017-08-24 22:17:07.095000+00:00,MIT,Permissive
webcolors,1.0,2008-10-29 01:33:10+00:00,BSD-3-Clause,Permissive
azure-mgmt-relay,0.1.0,2018-02-05 22:16:52.439000+00:00,MIT,Permissive
azure-mgmt-iotcentral,0.1.0,2018-07-18 18:45:33.141000+00:00,MIT,Permissive
python-docx,0.3.0a1,2014-01-05 17:49:34.851000+00:00,MIT,Permissive
click-repl,0.1.1,2017-01-23 19:42:46.482000+00:00,MIT,Permissive
azure-kusto-data,0.0.1,2018-03-15 15:49:35.899000+00:00,MIT,Permissive
mergedeep,0.0.0,2019-02-04 01:51:52.452000+00:00,MIT,Permissive
azure-mgmt-datamigration,0.1.0,2018-04-20 23:27:35.907000+00:00,MIT,Permissive
azure-mgmt-maps,0.1.0,2018-05-07 22:16:06.724000+00:00,MIT,Permissive
aws-psycopg2,1.0.0,2019-01-16 12:54:15.057000+00:00,MIT,Permissive
pylev,1.0.0,2012-12-13 04:49:16.126000+00:00,BSD-3-Clause,Permissive
fiona,0.6,2012-01-05 22:10:25.029000+00:00,BSD-3-Clause,Permissive
xxhash,0.0.1,2014-07-30 15:51:55.696000+00:00,BSD-3-Clause,Permissive
pytest-html,1.0,2015-04-20 13:13:10.784000+00:00,MPL-2.0,Weak Copyleft
pathlib,0.2,2012-01-30 17:56:16.415000+00:00,MIT,Permissive
omegaconf,1.0.0,2018-09-03 16:19:51.088000+00:00,BSD-3-Clause,Permissive
pyhive,0.1.0,2014-03-29 02:16:23.233000+00:00,Apache-2.0,Permissive
qtconsole,4.0.0,2015-07-20 20:03:46.810000+00:00,BSD-3-Clause,Permissive
user-agents,0.1,2013-01-05 09:20:53.039000+00:00,MIT,Permissive
pypandoc,0.5.0,2011-11-16 10:23:20.503000+00:00,MIT,Permissive
django-cors-headers,0.10,2013-04-20 19:13:05.092000+00:00,MIT,Permissive
fabric,0.9.0,2009-11-09 01:47:18.280000+00:00,BSD-3-Clause,Permissive
pyaml,12.12.3,2012-12-14 10:42:42.421000+00:00,WTFPL,Permissive
qtpy,0.1.3,2015-12-30 18:19:24.515000+00:00,MIT,Permissive
funcsigs,0.3,2013-05-29 12:37:29.702000+00:00,Apache-2.0,Permissive
configobj,4.4.0,2007-02-04 18:42:35+00:00,BSD-3-Clause,Permissive
diskcache,0.1.0,2016-02-04 01:38:23.120000+00:00,Apache-2.0,Permissive
jupyter,1.0.0,2015-08-12 00:42:58.951000+00:00,BSD-3-Clause,Permissive
yapf,0.1.4,2015-04-07 03:27:36.470000+00:00,Apache-2.0,Permissive
objsize,0.1.0,2018-12-11 19:23:18.194000+00:00,GPL-3.0-only,Strong Copyleft
objsize,0.5.1,2022-07-11 10:38:09.864000+00:00,GPL-3.0-or-later,Strong Copyleft
objsize,0.6.0,2022-09-27 17:11:17.759000+00:00,BSD-3-Clause,Permissive
spark-nlp,1.6.2,2018-09-07 19:19:19.148000+00:00,Apache-2.0,Permissive
cachy,0.1.1,2018-03-29 18:24:22.808000+00:00,MIT,Permissive
resolvelib,0.1.0,2018-08-06 10:59:54.927000+00:00,ISC,Permissive
twisted,9.0.0,2010-03-05 22:21:57.899000+00:00,MIT,Permissive
apache-airflow-providers-http,1.0.0b1,2020-11-09 22:44:46.676000+00:00,Apache-2.0,Permissive
python-gitlab,0.1,2013-07-08 15:32:33.201000+00:00,LGPL-3.0-only,Weak Copyleft
azure-mgmt-reservations,0.1.0,2017-11-04 00:22:57.638000+00:00,MIT,Permissive
cog,0.4.4,2022-09-23 19:53:54.563000+00:00,Apache-2.0,Permissive
dbt-core,0.15.0rc1,2019-11-08 18:01:47.388000+00:00,Apache-2.0,Permissive
pathy,0.0.17,2020-04-24 15:41:33.790000+00:00,Apache-2.0,Permissive
mpmath,0.1,2007-09-28 04:45:34+00:00,BSD-3-Clause,Permissive
sasl,0.2.1,2016-02-16 17:00:37.915000+00:00,Apache-2.0,Permissive
ninja,1.5.3,2015-02-04 00:26:18.267000+00:00,Apache-2.0,Permissive
pytest-rerunfailures,0.03,2012-12-28 23:20:15.474000+00:00,MPL-2.0,Weak Copyleft
pyproject-hooks,0.1.0,2021-12-03 13:45:22.992000+00:00,MIT,Permissive
netifaces,0.10.0,2014-05-01 15:26:19.638000+00:00,MIT,Permissive
geopandas,0.1dev,2013-08-01 01:58:21.329000+00:00,BSD-3-Clause,Permissive
sacremoses,0.0.43,2020-05-04 02:27:46.833000+00:00,MIT,Permissive
hiredis,0.0.1,2011-01-28 20:59:32.078000+00:00,BSD-3-Clause,Permissive
google-cloud-dataproc,0.1.0,2018-01-22 21:42:00.267000+00:00,Apache-2.0,Permissive
sympy,0.5.14,2008-04-26 21:47:51+00:00,BSD-3-Clause,Permissive
ephem,3.7.3.3,2008-12-13 02:43:36+00:00,LGPL-3.0-only,Weak Copyleft
ephem,4.0.0,2021-06-12 14:53:36.338000+00:00,MIT,Permissive
google-cloud-datacatalog,0.1.0,2019-04-15 23:22:35.117000+00:00,Apache-2.0,Permissive
terminaltables,1.0.0,2014-09-12 01:36:04.127000+00:00,MIT,Permissive
riot,0.1.0,2020-07-07 15:58:32.386000+00:00,Apache-2.0,Permissive
types-setuptools,57.0.0,2021-06-21 15:19:31.810000+00:00,Apache-2.0,Permissive
azure-eventgrid,0.1.0,2018-01-30 21:06:23.602000+00:00,MIT,Permissive
apache-airflow-providers-amazon,1.0.0b1,2020-11-09 22:43:30.480000+00:00,Apache-2.0,Permissive
cmdstanpy,0.4.0,2019-07-19 01:19:29.731000+00:00,Apache-2.0,Permissive
cmdstanpy,0.5.0,2019-10-05 13:51:54.381000+00:00,BSD-3-Clause,Permissive
spacy-legacy,3.0.0.dev0,2021-01-15 10:56:59.265000+00:00,MIT,Permissive
fastparquet,0.0.1,2016-11-01 15:20:22.551000+00:00,Apache-2.0,Permissive
autopep8,0.6.5,2012-06-10 15:28:23.355000+00:00,MIT,Permissive
google-cloud-audit-log,0.1.0,2020-07-31 20:24:05.781000+00:00,Apache-2.0,Permissive
botocore-stubs,1.20.90.post1,2021-06-09 10:14:28.211000+00:00,MIT,Permissive
magicattr,0.1.0,2018-06-04 21:05:14.495000+00:00,MIT,Permissive
scapy,2.2.0-dev,2013-10-12 22:06:18.778000+00:00,GPL-2.0-only,Strong Copyleft
azure-storage-file,0.37.0,2017-10-05 00:54:35.543000+00:00,Apache-2.0,Permissive
azure-storage-file,1.0.0,2018-01-23 03:07:18.495000+00:00,MIT,Permissive
azure-storage-file-share,12.0.0b5,2019-10-31 23:49:45.208000+00:00,MIT,Permissive
opentelemetry-proto,0.9b0,2020-06-11 04:42:08.163000+00:00,Apache-2.0,Permissive
atlassian-python-api,0.11.5,2015-03-27 14:59:58.827000+00:00,Apache-2.0,Permissive
polling,0.3.0,2019-08-28 19:16:22.471000+00:00,MIT,Permissive
fqdn,0.0.1,2017-06-06 15:54:10.421000+00:00,MPL-2.0,Weak Copyleft
azure-appconfiguration,1.0.0b3,2019-09-10 18:25:20.181000+00:00,MIT,Permissive
google,1.9.3,2016-07-26 11:33:00.949000+00:00,BSD-3-Clause,Permissive
openapi-schema-validator,0.1.0,2020-03-05 10:32:45.847000+00:00,BSD-3-Clause,Permissive
opencv-python-headless,3.4.0.14,2018-05-15 18:09:35.523000+00:00,MIT,Permissive
langcodes,1.0,2014-10-07 14:59:09.855000+00:00,MIT,Permissive
google-cloud-tasks,0.1.0,2018-05-21 23:31:33.946000+00:00,Apache-2.0,Permissive
cx-oracle,5.1.3,2014-05-25 04:11:53.294000+00:00,PSF-2.0,Unknown
cx-oracle,5.3,2017-03-10 02:47:27.232000+00:00,BSD-3-Clause,Permissive
sarif-om,0.10.0,2019-10-01 20:53:03.887000+00:00,MIT,Permissive
jschema-to-python,1.1.3,2019-10-01 20:42:30.637000+00:00,MIT,Permissive
isoduration,20.11.0,2020-11-01 11:00:00.312000+00:00,ISC,Permissive
django-filter,0.2.0,2009-06-19 01:37:14.219000+00:00,BSD-3-Clause,Permissive
uri-template,1.0.0,2020-01-27 03:18:33.549000+00:00,MIT,Permissive
ansible-core,2.11.0b1,2021-03-02 21:56:32.347000+00:00,GPL-3.0-or-later,Strong Copyleft
feedparser,5.0,2011-01-28 07:43:39.702000+00:00,BSD-2-Clause,Permissive
feedparser,6.0.0b2,2020-02-23 05:14:46.120000+00:00,BSD-3-Clause,Permissive
elasticsearch-dsl,0.0.2,2014-08-27 20:24:25.047000+00:00,Apache-2.0,Permissive
lunarcalendar,0.0.7,2018-05-28 08:44:49.480000+00:00,MIT,Permissive
urllib3-secure-extra,0.1.0,2022-08-01 14:51:33.853000+00:00,MIT,Permissive
python3-openid,3.0.0,2012-12-25 16:03:01.039000+00:00,Apache-2.0,Permissive
apache-airflow-providers-mysql,1.0.0b1,2020-11-09 22:45:12.089000+00:00,Apache-2.0,Permissive
jupyterlab-server,0.1.0,2018-09-13 11:19:09.846000+00:00,BSD-3-Clause,Permissive
pyhocon,0.1.8,2015-02-06 03:38:20.141000+00:00,Apache-2.0,Permissive
pygeohash,1.0.0,2016-01-07 18:14:02.699000+00:00,GPL-3.0-only,Strong Copyleft
gsutil,3.29,2013-05-13 21:18:16.187000+00:00,Apache-2.0,Permissive
prison,0.1.0,2018-06-06 22:50:52.214000+00:00,MIT,Permissive
heapdict,0.1.0,2009-04-01 21:31:58.559000+00:00,BSD-3-Clause,Permissive
google-cloud-container,0.1.0,2017-12-14 17:26:42.468000+00:00,Apache-2.0,Permissive
spacy-loggers,1.0.0,2021-09-23 19:30:51.814000+00:00,MIT,Permissive
apache-airflow-providers-snowflake,1.0.0b1,2020-11-09 22:47:25.615000+00:00,Apache-2.0,Permissive
twilio,2.0.1,2009-11-26 08:50:11.788000+00:00,MIT,Permissive
pyelftools,0.20,2012-01-30 18:22:55.773000+00:00,Unlicense,Permissive
bandit,0.10.0,2015-03-23 21:00:20.574000+00:00,Apache-2.0,Permissive
google-cloud-bigquery-datatransfer,0.1.0,2017-12-15 22:18:25.195000+00:00,Apache-2.0,Permissive
agate,0.5.0,2015-08-28 17:59:30.994000+00:00,MIT,Permissive
tableauserverclient,0.1,2016-09-12 20:49:50.947000+00:00,MIT,Permissive
frozendict,0.2,2012-12-11 19:12:09.258000+00:00,MIT,Permissive
frozendict,2.0.2,2021-05-02 19:26:35.870000+00:00,LGPL-3.0-only,Weak Copyleft
opentracing,0.5.2,2016-01-08 21:44:30.353000+00:00,MIT,Permissive
opentracing,2.0.0,2018-07-10 15:53:36.214000+00:00,Apache-2.0,Permissive
cheroot,4.0.0beta-20140210,2014-02-10 22:46:25.531000+00:00,BSD-3-Clause,Permissive
mashumaro,0.1,2018-09-11 08:59:17.753000+00:00,Apache-2.0,Permissive
sqlalchemy-redshift,0.1.0,2015-05-11 10:50:02.413000+00:00,MIT,Permissive
jellyfish,0.1,2010-09-16 20:54:01.106000+00:00,BSD-3-Clause,Permissive
passlib,1.3.0,2011-03-25 19:56:16.592000+00:00,BSD-3-Clause,Permissive
markdown2,1.0.1.7,2008-09-09 06:36:52+00:00,MIT,Permissive
voluptuous,0.1,2010-07-15 12:24:38.901000+00:00,BSD-3-Clause,Permissive
pydocstyle,1.0.0,2016-01-30 18:54:18.999000+00:00,MIT,Permissive
configargparse,0.9,2014-06-25 00:22:14.838000+00:00,MIT,Permissive
pyudev,0.1,2010-05-03 22:10:42.355000+00:00,MIT,Permissive
pyudev,0.14,2012-02-10 19:05:33.154000+00:00,GPL-2.0-or-later,Strong Copyleft
sgmllib3k,1.0.0,2010-08-24 14:33:52.445000+00:00,BSD-3-Clause,Permissive
datadog-api-client,1.0.0b1,2020-10-21 15:32:43.910000+00:00,BSD-3-Clause,Permissive
flask-babel,0.5,2010-05-30 00:12:26.449000+00:00,BSD-3-Clause,Permissive
htmlmin,0.1.1,2013-02-18 15:15:40.074000+00:00,BSD-3-Clause,Permissive
accelerate,0.0.1,2020-10-30 13:43:42.744000+00:00,Apache-2.0,Permissive
einops,0.3.0,2020-09-08 08:21:28.372000+00:00,MIT,Permissive
google-ads,0.1.0,2018-08-03 20:53:13.381000+00:00,Apache-2.0,Permissive
pyspnego,0.1.0b1,2020-07-04 05:20:17.995000+00:00,MIT,Permissive
azure-kusto-ingest,0.0.1,2018-03-15 15:49:33.928000+00:00,MIT,Permissive
incremental,15.1.0,2015-11-29 17:00:11.536000+00:00,MIT,Permissive
logbook,0.1,2010-07-25 02:33:22.228000+00:00,BSD-3-Clause,Permissive
elastic-transport,0.1.0.dev2,2020-10-07 15:55:43.486000+00:00,Apache-2.0,Permissive
leather,0.1.0,2016-05-20 20:02:14.784000+00:00,MIT,Permissive
findspark,0.0.1,2015-06-12 21:43:43.222000+00:00,BSD-3-Clause,Permissive
google-cloud-videointelligence,0.25.0,2017-05-17 19:06:37.513000+00:00,Apache-2.0,Permissive
types-pytz,0.1.1,2021-06-13 00:56:03.179000+00:00,Apache-2.0,Permissive
json5,0.1.0,2015-03-26 02:31:55.159000+00:00,Apache-2.0,Permissive
google-cloud-compute,0.1.0,2021-01-08 23:50:29.680000+00:00,Apache-2.0,Permissive
pkgconfig,0.1.0,2013-08-12 08:03:35.190000+00:00,MIT,Permissive
osqp,0.0.0,2021-12-28 20:39:55.505000+00:00,Apache-2.0,Permissive
timm,0.1.2,2019-06-24 02:32:44.426000+00:00,Apache-2.0,Permissive
lark,0.0.1,2013-12-21 07:03:56.559000+00:00,MIT,Permissive
javaproperties,0.1.0,2016-10-03 02:54:06.260000+00:00,MIT,Permissive
pycairo,1.11.0,2017-12-07 18:34:03.730000+00:00,LGPL-2.1-only,Weak Copyleft
pycairo,1.13.2,2017-12-07 18:34:35.899000+00:00,MPL-1.1,Unknown
pycairo,1.19.0,2020-01-23 21:06:12.424000+00:00,GPL-2.0-only,Strong Copyleft
hologram,0.0.1,2019-08-13 20:47:14.014000+00:00,MIT,Permissive
sqlalchemy-jsonfield,0.3.1,2017-02-20 11:52:53.723000+00:00,Apache-2.0,Permissive
setuptools-git,0.3,2007-11-06 23:54:21+00:00,GPL-3.0-or-later,Strong Copyleft
setuptools-git,1.0,2013-07-08 13:56:48.994000+00:00,BSD-3-Clause,Permissive
azure-multiapi-storage,0.0.1,2017-04-07 20:32:10.352000+00:00,MIT,Permissive
reportlab,2.3,2009-02-04 15:08:13+00:00,BSD-2-Clause,Permissive
reportlab,2.4,2010-01-21 13:33:08.472000+00:00,BSD-3-Clause,Permissive
reportlab,2.6,2012-10-18 09:08:56.583000+00:00,BSD-2-Clause,Permissive
reportlab,3.0,2014-02-14 14:58:14.208000+00:00,BSD-3-Clause,Permissive
opentelemetry-exporter-otlp-proto-http,1.5.0,2021-08-26 09:28:59.526000+00:00,Apache-2.0,Permissive
mypy-boto3-s3,0.1.2,2019-11-08 23:38:17.012000+00:00,MIT,Permissive
cmake,0.1.0,2016-11-09 18:48:07.450000+00:00,Apache-2.0,Permissive
pystan,0.2.0,2013-08-25 18:52:29.875000+00:00,GPL-3.0-only,Strong Copyleft
pystan,3.0.0b1,2020-07-07 11:15:32.418000+00:00,ISC,Permissive
hyperlink,17.1.0,2017-04-14 07:14:37.919000+00:00,BSD-3-Clause,Permissive
