package,version,date,license,license_type
hyperlink,17.3.0,2017-07-19 06:24:28.529000+00:00,MIT,Permissive
factory-boy,1.1.1,2012-02-24 09:50:36.639000+00:00,MIT,Permissive
jinja2-time,0.1.0,2015-12-11 11:16:27.414000+00:00,MIT,Permissive
cookiecutter,0.1,2013-07-14 19:23:20.926000+00:00,BSD-3-Clause,Permissive
onnx,0.1,2017-09-07 07:46:59.342000+00:00,BSD-3-Clause,Permissive
onnx,1.0.0,2017-12-04 23:39:43.049000+00:00,MIT,Permissive
onnx,1.10.0,2021-07-31 01:00:11.926000+00:00,Apache-2.0,Permissive
apscheduler,1.0,2009-08-01 22:58:22.730000+00:00,MIT,Permissive
toposort,0.1,2014-02-10 19:12:06.926000+00:00,Apache-2.0,Permissive
redis-py-cluster,0.1.0,2014-09-29 06:39:35.043000+00:00,MIT,Permissive
oldest-supported-numpy,0.1,2019-11-26 09:27:41.568000+00:00,BSD-3-Clause,Permissive
h3,3.4.1,2019-02-21 19:50:27.901000+00:00,Apache-2.0,Permissive
blessed,1.7,2014-03-24 04:14:47.212000+00:00,MIT,Permissive
minimal-snowplow-tracker,0.0.2,2018-10-13 12:58:37.368000+00:00,Apache-2.0,Permissive
ntlm-auth,1.0.1,2016-08-29 00:13:26.057000+00:00,LGPL-3.0-or-later,Weak Copyleft
ntlm-auth,1.1.0,2018-03-06 22:40:10.082000+00:00,MIT,Permissive
dirac,7.2a29,2021-01-20 07:54:23.456000+00:00,GPL-3.0-only,Strong Copyleft
timeout-decorator,0.1.0,2013-01-04 17:28:07.473000+00:00,MIT,Permissive
google-cloud-workflows,0.1.0,2020-09-24 18:07:01.690000+00:00,Apache-2.0,Permissive
dbt-extractor,0.4.1,2022-03-17 20:24:30.877000+00:00,Apache-2.0,Permissive
datasets,0.0.9,2015-08-18 00:07:43.918000+00:00,MIT,Permissive
datasets,1.0.0,2020-09-10 17:43:47.439000+00:00,Apache-2.0,Permissive
mmh3,2.3.1,2015-06-07 23:03:12.834000+00:00,MIT,Permissive
mmh3,2.4,2017-05-29 15:06:03.737000+00:00,CC0-1.0,Permissive
wandb,0.1.0,2017-03-24 06:01:20.907000+00:00,MIT,Permissive
binaryornot,0.2.0,2013-09-22 16:12:14.564000+00:00,BSD-3-Clause,Permissive
bitarray,0.2.0,2008-09-02 14:09:41+00:00,PSF-2.0,Unknown
ray,0.1.1,2017-06-03 03:05:32.586000+00:00,Apache-2.0,Permissive
google-cloud-automl,0.1.0,2018-07-18 21:18:44.340000+00:00,Apache-2.0,Permissive
click-man,0.1.0,2016-09-18 15:35:12.724000+00:00,MIT,Permissive
automat,0.1.1,2014-09-20 01:27:47.339000+00:00,MIT,Permissive
cfn-flip,0.1.1,2016-12-06 13:58:02.878000+00:00,Apache-2.0,Permissive
pypika,0.0.13,2016-07-13 09:38:28.608000+00:00,Apache-2.0,Permissive
zict,0.0.1,2016-04-02 21:32:49.723000+00:00,BSD-3-Clause,Permissive
constantly,15.0.0,2015-08-11 12:20:11.411000+00:00,MIT,Permissive
google-cloud-redis,0.1.0,2018-05-08 17:56:11.449000+00:00,Apache-2.0,Permissive
dacite,0.0.1,2018-03-03 22:31:25.756000+00:00,MIT,Permissive
cramjam,2.4.0_rc1,2021-09-06 19:21:34.539000+00:00,MIT,Permissive
mkdocs-material,0.1.0,2016-02-09 22:20:47.142000+00:00,MIT,Permissive
azure-mgmt-sqlvirtualmachine,0.1.0,2018-11-27 22:09:36.030000+00:00,MIT,Permissive
strict-rfc3339,0.1,2013-03-25 21:12:34.457000+00:00,GPL-3.0-only,Strong Copyleft
python-snappy,0.2,2011-03-29 20:10:12.753000+00:00,GPL-3.0-only,Strong Copyleft
python-snappy,0.2.1,2011-03-30 15:53:20.170000+00:00,BSD-3-Clause,Permissive
pymsteams,0.1.5,2018-11-02 19:06:29.842000+00:00,Apache-2.0,Permissive
cherrypy,2.1.0,2005-12-15 09:54:36+00:00,BSD-3-Clause,Permissive
cherrypy,0.10,2015-03-24 17:45:48.074000+00:00,GPL-3.0-only,Strong Copyleft
cherrypy,3.7.0,2015-04-24 17:58:36.931000+00:00,BSD-3-Clause,Permissive
tempora,1.3,2015-04-25 17:18:47.271000+00:00,MIT,Permissive
google-cloud-os-login,0.1.0,2018-01-23 22:02:11.743000+00:00,Apache-2.0,Permissive
dynamodb-json,1.0.5,2017-04-22 15:45:34.202000+00:00,MPL-2.0,Weak Copyleft
django-extensions,0.4,2009-04-03 16:11:45.603000+00:00,BSD-3-Clause,Permissive
django-extensions,1.3.0,2014-01-07 23:05:18.486000+00:00,MIT,Permissive
aiosqlite,0.2.0,2017-08-24 23:34:51.120000+00:00,MIT,Permissive
onnxruntime,0.1.4,2018-11-30 15:17:43.698000+00:00,MIT,Permissive
pydeprecate,0.2.0rc0,2021-03-28 08:49:17.033000+00:00,Apache-2.0,Permissive
pydeprecate,0.3.1,2021-05-31 16:49:43.666000+00:00,MIT,Permissive
portend,0.0.0,2018-12-05 18:35:04.198000+00:00,MIT,Permissive
types-awscrt,0.13.14,2022-08-01 00:23:12.587000+00:00,MIT,Permissive
clickclick,0.1,2015-03-19 18:23:19.940000+00:00,Apache-2.0,Permissive
confection,0.0.1,2022-08-24 08:52:54.570000+00:00,MIT,Permissive
azure-mgmt-privatedns,0.1.0,2019-02-27 18:25:50.839000+00:00,MIT,Permissive
azure-mgmt-hdinsight,0.1.0,2018-08-08 22:50:22.529000+00:00,MIT,Permissive
azure-mgmt-security,0.1.0,2018-10-29 22:38:37.188000+00:00,MIT,Permissive
addict,0.5.1,2016-07-14 15:23:57.665000+00:00,MIT,Permissive
ipdb,0.1dev-r1556,2007-11-22 11:48:59+00:00,GPL-3.0-only,Strong Copyleft
ipdb,0.9.0,2016-02-22 15:29:43.444000+00:00,BSD-3-Clause,Permissive
xarray,0.7.0,2016-01-22 02:17:34.618000+00:00,Apache-2.0,Permissive
azure-mgmt-netapp,0.1.0,2019-01-03 17:18:08.536000+00:00,MIT,Permissive
thrift-sasl,0.1.0,2015-07-25 00:17:34.766000+00:00,Apache-2.0,Permissive
jupyterlab,0.0.2,2016-06-04 02:51:22.215000+00:00,BSD-3-Clause,Permissive
bytecode,0.1,2016-02-26 14:27:32.415000+00:00,MIT,Permissive
looker-sdk,0.1.3b1,2019-09-24 20:43:15.254000+00:00,MIT,Permissive
azure-storage,0.20.0rc1,2015-08-24 20:12:03.805000+00:00,Apache-2.0,Permissive
azure-storage,0.37.0,2020-05-11 23:24:28.503000+00:00,MIT,Permissive
bottle,0.4.4,2009-07-07 14:07:39.333000+00:00,MIT,Permissive
apache-airflow-providers-slack,1.0.0b1,2020-11-09 22:47:24.392000+00:00,Apache-2.0,Permissive
apache-airflow-providers-cncf-kubernetes,1.0.0b1,2020-11-09 22:44:08.684000+00:00,Apache-2.0,Permissive
webob,0.8,2007-08-18 22:20:08+00:00,MIT,Permissive
azure-mgmt-apimanagement,0.1.0,2019-05-01 23:43:41.338000+00:00,MIT,Permissive
mysql-connector,2.1.7,2019-04-01 15:18:10.194000+00:00,GPL-2.0-only,Strong Copyleft
django-storages,1.1,2010-03-27 02:34:06.709000+00:00,BSD-3-Clause,Permissive
azure-synapse-spark,0.2.0,2020-07-03 04:53:21.957000+00:00,MIT,Permissive
azure-mgmt-synapse,0.1.0,2020-02-27 08:19:31.105000+00:00,MIT,Permissive
azure-synapse-artifacts,0.2.0,2020-07-03 04:54:38.325000+00:00,MIT,Permissive
pyrfc3339,0.1,2011-01-26 01:52:56.872000+00:00,MIT,Permissive
azure-mgmt-appconfiguration,0.1.0,2019-06-18 21:30:41.085000+00:00,MIT,Permissive
flask-admin,0.1,2011-07-11 03:20:11.806000+00:00,BSD-3-Clause,Permissive
schedule,0.1.4,2013-05-20 08:34:10.573000+00:00,MIT,Permissive
azure-mgmt-redhatopenshift,0.1.0,2020-03-30 14:55:16.469000+00:00,MIT,Permissive
azure-mgmt-managedservices,0.1.0,2019-05-15 00:20:27.999000+00:00,MIT,Permissive
azure-mgmt-botservice,0.1.0,2018-08-07 16:54:41.893000+00:00,MIT,Permissive
rx,0.0.0,2019-05-20 05:18:10.601000+00:00,MIT,Permissive
rx,1.0.0rc5,2014-12-24 11:24:34.128000+00:00,Apache-2.0,Permissive
rx,3.0.0b2,2019-05-20 05:44:51.286000+00:00,MIT,Permissive
pgpy,0.2.0,2014-07-21 05:31:17.648000+00:00,BSD-3-Clause,Permissive
catboost,0.1.1,2017-07-17 21:00:35.984000+00:00,Apache-2.0,Permissive
azure-mgmt-kusto,0.1.0,2018-08-09 21:48:40.790000+00:00,MIT,Permissive
google-cloud-language,0.20.0,2016-09-29 00:22:04.699000+00:00,Apache-2.0,Permissive
azure-mgmt-imagebuilder,0.1.0,2019-04-10 00:18:04.134000+00:00,MIT,Permissive
w3lib,1.1,2012-04-18 19:35:28.510000+00:00,BSD-3-Clause,Permissive
watchfiles,0.0.1,2017-06-14 11:46:40.136000+00:00,MIT,Permissive
service-identity,21.1.0,2021-05-09 12:23:20.768000+00:00,MIT,Permissive
enum-compat,0.0.1,2015-07-11 19:54:23.402000+00:00,MIT,Permissive
python-keystoneclient,0.1.1,2012-06-29 21:50:45.536000+00:00,Apache-2.0,Permissive
orderedmultidict,0.5,2012-01-06 05:00:45.585000+00:00,Unlicense,Permissive
google-cloud-build,0.1.0,2019-11-07 20:52:11.542000+00:00,Apache-2.0,Permissive
pmdarima,1.0.0,2018-11-18 22:47:53.690000+00:00,MIT,Permissive
azure-keyvault-administration,4.0.0b1,2020-09-09 01:09:42.078000+00:00,MIT,Permissive
google-apitools,0.4,2015-03-01 09:27:13.615000+00:00,Apache-2.0,Permissive
gql,0.1.0,2016-08-06 23:07:40.708000+00:00,MIT,Permissive
azure-synapse-accesscontrol,0.2.0,2020-07-03 04:51:38.722000+00:00,MIT,Permissive
pyee,0.0.1,2011-07-17 01:27:54.641000+00:00,MIT,Permissive
grpcio-reflection,1.1.0.dev0,2017-01-12 00:16:38.195000+00:00,BSD-3-Clause,Permissive
grpcio-reflection,1.6.0,2017-08-30 18:43:31.942000+00:00,Apache-2.0,Permissive
azure-mgmt-servicelinker,1.0.0b1,2021-10-09 08:21:13.623000+00:00,MIT,Permissive
azure-mgmt-deploymentmanager,0.1.0,2019-04-16 00:23:13.274000+00:00,MIT,Permissive
azure-mgmt-extendedlocation,1.0.0b1,2021-03-25 07:24:56.225000+00:00,MIT,Permissive
unittest-xml-reporting,1.0,2008-10-28 01:15:23+00:00,LGPL-3.0-only,Weak Copyleft
unittest-xml-reporting,1.8.1,2014-07-08 23:06:46.519000+00:00,BSD-3-Clause,Permissive
jsonpath-rw,0.1,2013-02-09 05:41:51.914000+00:00,Apache-2.0,Permissive
types-python-dateutil,0.1.3,2021-06-13 00:55:59.606000+00:00,Apache-2.0,Permissive
azure-mgmt-databoxedge,0.1.0,2020-01-09 01:16:46.802000+00:00,MIT,Permissive
gradio,0.8.0,2019-07-22 17:46:59.750000+00:00,GPL-2.0-only,Strong Copyleft
gradio,0.9.8,2020-07-06 22:17:32.122000+00:00,Apache-2.0,Permissive
gradio,2.0.0,2021-05-24 21:49:30.842000+00:00,BSD-3-Clause,Permissive
gradio,2.0.4,2021-06-14 22:02:02.558000+00:00,Apache-2.0,Permissive
gradio,2.0.5,2021-06-15 03:42:23.690000+00:00,BSD-3-Clause,Permissive
gradio,2.0.7,2021-06-18 18:22:13.736000+00:00,Apache-2.0,Permissive
azure-mgmt-servicefabricmanagedclusters,1.0.0b1,2021-03-01 02:24:59.772000+00:00,MIT,Permissive
elementpath,1.0,2018-03-26 21:44:52.825000+00:00,MIT,Permissive
pastel,0.1.0,2017-02-01 23:26:20.148000+00:00,MIT,Permissive
newrelic,0.0,2021-01-20 18:15:50.879000+00:00,Apache-2.0,Permissive
newrelic,2.0.0.1,2013-09-04 05:55:40.019000+00:00,MPL-2.0,Weak Copyleft
newrelic,5.16.0.145,2020-08-10 20:07:51.820000+00:00,Apache-2.0,Permissive
azure-synapse-managedprivateendpoints,0.1.0,2020-12-08 22:23:31.720000+00:00,MIT,Permissive
pytest-django,1.0.0,2012-04-30 17:23:14.341000+00:00,BSD-3-Clause,Permissive
pyreadline3,3.1,2020-10-21 19:05:24.934000+00:00,BSD-3-Clause,Permissive
flask-openid,0.9,2010-05-06 13:25:04.532000+00:00,BSD-3-Clause,Permissive
jsii,0.8.1,2019-03-28 11:40:29.235000+00:00,Apache-2.0,Permissive
clikit,0.1.0,2018-12-05 01:18:50.058000+00:00,MIT,Permissive
funcy,0.1.0,2012-11-18 14:26:27.728000+00:00,BSD-3-Clause,Permissive
gspread-dataframe,1.0.0,2017-03-11 06:22:08.920000+00:00,MIT,Permissive
graphene,0.1.0,2015-10-07 04:05:01.440000+00:00,MIT,Permissive
supervisor,3.0a10,2011-03-30 21:55:39.935000+00:00,HPND,Unknown
supervisor,3.3.1,2016-08-03 04:51:07.294000+00:00,BSD-3-Clause,Permissive
filterpy,0.0.1,2014-09-01 20:26:22.962000+00:00,MIT,Permissive
asyncio,0.1.1,2013-10-22 17:34:12.111000+00:00,Apache-2.0,Permissive
ddsketch,1.0.2,2020-12-07 19:58:36.449000+00:00,Apache-2.0,Permissive
azure,0.1,2012-05-31 04:29:42.452000+00:00,Apache-2.0,Permissive
azure,2.0.0rc6,2016-09-02 00:10:47.283000+00:00,MIT,Permissive
xmlschema,0.9.7,2017-05-22 09:11:17.180000+00:00,MIT,Permissive
autocommand,0.9.5,2015-03-02 04:54:19.246000+00:00,LGPL-3.0-only,Weak Copyleft
koalas,0.0.6,2019-04-19 22:03:40.852000+00:00,Apache-2.0,Permissive
azure-devops,5.0.0b1,2019-02-25 18:22:16.149000+00:00,MIT,Permissive
keystoneauth1,0.3.0,2015-07-07 20:00:52.091000+00:00,Apache-2.0,Permissive
stripe,1.12.2,2014-03-13 16:16:55.823000+00:00,MIT,Permissive
py-spy,0.1.0,2018-08-01 17:39:55.231000+00:00,GPL-3.0-only,Strong Copyleft
py-spy,0.2.1,2019-09-27 06:20:49.670000+00:00,MIT,Permissive
sentence-transformers,0.1.0,2019-07-25 08:09:22.676000+00:00,Apache-2.0,Permissive
marshmallow-oneofschema,1.0,2016-03-15 05:18:04.333000+00:00,MIT,Permissive
ldap3,0.9.8.7.post1,2016-09-06 07:47:59.760000+00:00,LGPL-3.0-only,Weak Copyleft
hyperopt,0.0.1,2013-01-09 20:55:19.344000+00:00,BSD-3-Clause,Permissive
graphql-relay,0.1,2015-09-17 17:23:28.763000+00:00,MIT,Permissive
pyvirtualdisplay,0.0.0,2011-02-11 13:09:12.004000+00:00,BSD-3-Clause,Permissive
python-consul,0.1,2014-09-27 22:35:21.883000+00:00,MIT,Permissive
cmd2,0.1,2008-01-06 01:43:30+00:00,MIT,Permissive
s3cmd,1.0.0,2013-11-17 11:54:42.419000+00:00,GPL-2.0-only,Strong Copyleft
s3cmd,1.5.1.2,2015-02-04 17:26:45.636000+00:00,GPL-2.0-or-later,Strong Copyleft
parse-type,0.3.4,2013-11-04 23:20:11.248000+00:00,BSD-3-Clause,Permissive
pycares,0.1.0,2012-07-09 23:29:11.418000+00:00,MIT,Permissive
apache-airflow-providers-databricks,1.0.0b1,2020-11-09 22:44:11.404000+00:00,Apache-2.0,Permissive
types-protobuf,0.1.9,2021-04-30 15:21:35.591000+00:00,Apache-2.0,Permissive
grpcio-health-checking,1.0.0rc1,2016-07-20 23:52:39.666000+00:00,BSD-3-Clause,Permissive
grpcio-health-checking,1.6.0,2017-08-30 18:43:30.505000+00:00,Apache-2.0,Permissive
bitstring,0.3.2,2009-03-13 14:14:26.861000+00:00,MIT,Permissive
timezonefinder,1.4.0,2016-04-07 17:11:37.086000+00:00,MIT,Permissive
azure-mgmt-subscription,0.1.0,2017-12-11 17:49:05.509000+00:00,MIT,Permissive
google-cloud-dataplex,0.1.0,2022-01-29 00:37:14.554000+00:00,Apache-2.0,Permissive
kazoo,0.2b1,2012-07-28 00:29:37.026000+00:00,Apache-2.0,Permissive
cliff,0.1,2012-04-25 23:16:24.996000+00:00,Apache-2.0,Permissive
python-swiftclient,1.0,2012-05-22 14:27:41.693000+00:00,Apache-2.0,Permissive
testpath,0.1,2015-02-02 20:36:51.411000+00:00,MIT,Permissive
testpath,0.4.2,2018-10-02 06:39:22.649000+00:00,BSD-3-Clause,Permissive
bracex,1.0,2018-05-17 06:32:58.842000+00:00,MIT,Permissive
emoji,0.1.0,2014-08-18 08:46:50.523000+00:00,BSD-3-Clause,Permissive
coreapi,0.2.0,2015-03-24 11:15:06.114000+00:00,BSD-3-Clause,Permissive
robotframework,2.8.2,2013-11-26 15:15:34.189000+00:00,Apache-2.0,Permissive
itypes,1.0.0,2015-12-23 16:33:43.258000+00:00,BSD-3-Clause,Permissive
furl,0.2,2011-12-14 07:08:39.050000+00:00,Unlicense,Permissive
coreschema,0.0.1,2017-01-11 16:47:51.459000+00:00,BSD-3-Clause,Permissive
py-cpuinfo,0.1.0,2014-09-21 00:29:31.942000+00:00,MIT,Permissive
aiodns,0.2.0,2014-03-29 08:05:15.339000+00:00,MIT,Permissive
spark-sklearn,0.1.0,2016-01-11 18:35:34.311000+00:00,Apache-2.0,Permissive
waitress,0.1,2011-12-30 09:57:24.090000+00:00,ZPL-2.0,Unknown
ffmpy,0.1.0,2016-05-31 10:36:21.304000+00:00,MIT,Permissive
mlflow-skinny,1.14.0,2021-02-20 01:16:31.120000+00:00,Apache-2.0,Permissive
kornia,0.1.3.post2,2019-05-24 15:32:58.708000+00:00,Apache-2.0,Permissive
optuna,0.4.0,2018-12-03 04:32:53.320000+00:00,MIT,Permissive
msgpack-python,0.1.3,2010-04-29 01:13:30.168000+00:00,Apache-2.0,Permissive
docker-compose,1.1.0-rc1,2015-01-20 23:14:50.155000+00:00,Apache-2.0,Permissive
pattern,3.6,2018-08-18 17:48:04.579000+00:00,BSD-3-Clause,Permissive
geomet,0.1.1,2016-09-01 13:00:12.014000+00:00,BSD-3-Clause,Permissive
geomet,0.2.0.post2,2017-10-05 14:19:00.644000+00:00,Apache-2.0,Permissive
imageio-ffmpeg,0.1.1,2019-02-04 11:30:31.094000+00:00,BSD-3-Clause,Permissive
opentelemetry-instrumentation,0.9b0,2020-06-11 04:42:06.607000+00:00,Apache-2.0,Permissive
safetensors,0.0.1,2022-09-23 10:40:57.217000+00:00,Apache-2.0,Permissive
apache-airflow-providers-google,1.0.0b1,2020-11-09 22:44:37.380000+00:00,Apache-2.0,Permissive
apache-airflow-providers-sqlite,1.0.0b1,2020-11-09 22:46:04.904000+00:00,Apache-2.0,Permissive
apache-airflow-providers-imap,1.0.0b1,2020-11-09 22:46:53.459000+00:00,Apache-2.0,Permissive
office365-rest-python-client,1.0.0,2017-02-14 15:56:53.504000+00:00,MIT,Permissive
dbt-postgres,0.15.0rc1,2019-11-08 18:01:48.908000+00:00,Apache-2.0,Permissive
xmlsec,0.1.0,2013-08-21 18:28:26.922000+00:00,MIT,Permissive
asyncpg,0.5.0,2016-07-18 23:03:47.340000+00:00,Apache-2.0,Permissive
ciso8601,1.0,2014-06-09 04:21:27.508000+00:00,MIT,Permissive
pandasql,0.1.3,2013-03-10 15:36:51.327000+00:00,MIT,Permissive
librosa,0.2.0,2013-12-14 22:17:51.194000+00:00,GPL-3.0-only,Strong Copyleft
librosa,0.4.0rc2,2015-05-23 00:05:55.840000+00:00,ISC,Permissive
django-debug-toolbar,0.7.0,2009-04-02 18:39:53.663000+00:00,BSD-3-Clause,Permissive
dictdiffer,0.2.0,2014-09-29 16:32:56.968000+00:00,MIT,Permissive
tld,0.2,2013-05-11 19:34:11.637000+00:00,GPL-2.0-only,Strong Copyleft
tld,0.5,2013-09-07 09:58:32.157000+00:00,MPL-2.0,Weak Copyleft
tld,0.9.4,2019-09-10 23:26:05.685000+00:00,GPL-2.0-or-later,Strong Copyleft
tld,0.11.10,2020-02-05 21:54:41.662000+00:00,LGPL-2.1-or-later,Weak Copyleft
dotnetcore2,2.1.0,2018-09-20 04:28:33.860000+00:00,MIT,Permissive
python-socketio,0.1.0,2015-07-15 07:15:54.157000+00:00,MIT,Permissive
subprocess32,3.2.5rc1,2013-06-16 06:12:12.447000+00:00,Python-2.0,Unknown
subprocess32,3.2.6,2014-04-23 08:20:26.701000+00:00,PSF-2.0,Unknown
google-cloud-memcache,0.1.0,2020-03-03 00:34:12.588000+00:00,Apache-2.0,Permissive
envier,0.1.0,2022-06-23 09:41:34.441000+00:00,MIT,Permissive
influxdb,0.1.7,2014-05-21 15:56:03.646000+00:00,MIT,Permissive
crccheck,0.5,2016-03-30 15:31:20.814000+00:00,GPL-3.0-or-later,Strong Copyleft
portpicker,1.0.0,2015-03-21 01:41:10.785000+00:00,Apache-2.0,Permissive
apache-airflow-providers-ssh,1.0.0b1,2020-11-09 22:47:28.108000+00:00,Apache-2.0,Permissive
python-engineio,0.1.0,2015-06-21 23:39:26.542000+00:00,MIT,Permissive
pygobject,3.30.4,2018-11-30 20:13:43.046000+00:00,LGPL-2.1-or-later,Weak Copyleft
acryl-datahub,0.0.0.dev0,2021-06-22 21:28:09.661000+00:00,Apache-2.0,Permissive
setuptools-rust,0.1,2017-03-09 04:09:49.938000+00:00,MIT,Permissive
google-cloud-dataproc-metastore,0.2.0,2021-06-02 19:08:21.816000+00:00,Apache-2.0,Permissive
cloudevents,0.2.1,2019-01-16 15:00:52.276000+00:00,Apache-2.0,Permissive
autopage,0.1.0,2021-04-02 03:51:00.244000+00:00,Apache-2.0,Permissive
appnope,0.0.1,2013-10-29 05:52:37.957000+00:00,BSD-3-Clause,Permissive
pep8-naming,0.2,2013-02-22 10:51:40.358000+00:00,MIT,Permissive
intelhex,1.5,2015-04-01 09:44:32.709000+00:00,BSD-3-Clause,Permissive
expiringdict,1.1.1,2014-03-06 00:10:35.046000+00:00,Apache-2.0,Permissive
flake8-bugbear,16.6.0,2016-06-08 21:29:33.492000+00:00,MIT,Permissive
json-merge-patch,0.1,2016-06-15 16:53:04.397000+00:00,BSD-3-Clause,Permissive
fbprophet,0.1.post1,2017-02-23 00:07:19.265000+00:00,BSD-3-Clause,Permissive
fbprophet,0.6,2020-02-18 01:24:49.173000+00:00,MIT,Permissive
salesforce-bulk,1.0.0,2014-03-17 16:42:26.117000+00:00,MIT,Permissive
python3-saml,1.0.0,2015-08-14 19:44:30.082000+00:00,MIT,Permissive
eventlet,0.5.3,2008-06-24 19:30:50+00:00,MIT,Permissive
curlify,1.1,2016-08-15 14:44:05.694000+00:00,MIT,Permissive
cssselect2,0.1,2017-07-07 09:46:57.533000+00:00,BSD-3-Clause,Permissive
cmaes,0.1.0,2020-01-30 13:25:46.416000+00:00,MIT,Permissive
webdriver-manager,1.0,2016-12-25 13:20:32.832000+00:00,Apache-2.0,Permissive
collections-extended,0.2.0,2015-01-20 16:45:23.513000+00:00,Apache-2.0,Permissive
whitenoise,0.9,2013-08-29 11:07:05.524000+00:00,MIT,Permissive
audioread,0.1,2011-11-12 01:31:44.925000+00:00,MIT,Permissive
apache-airflow-providers-ftp,1.0.0b1,2020-11-09 22:44:33.157000+00:00,Apache-2.0,Permissive
google-cloud-orchestration-airflow,0.1.0,2021-07-28 14:22:18.755000+00:00,Apache-2.0,Permissive
aioredis,0.0.2,2014-06-12 08:20:40.691000+00:00,MIT,Permissive
pymediainfo,1.3.4,2010-10-22 02:32:35.466000+00:00,MIT,Permissive
dockerpty,0.0.1,2014-06-23 23:55:22.921000+00:00,Apache-2.0,Permissive
kaleido,0.0.1rc4,2020-07-03 11:55:38.464000+00:00,MIT,Permissive
pygsheets,0.1.1,2016-11-24 07:08:11.705000+00:00,MIT,Permissive
dm-tree,0.1.0,2019-11-05 20:20:42.442000+00:00,Apache-2.0,Permissive
fakeredis,0.1,2012-03-14 23:10:43.754000+00:00,BSD-3-Clause,Permissive
django-redis,1.1c1,2011-11-03 10:16:12.665000+00:00,BSD-3-Clause,Permissive
wcmatch,1.0,2018-06-06 03:41:15.743000+00:00,MIT,Permissive
types-docutils,0.1.5,2021-06-09 15:20:29.604000+00:00,Apache-2.0,Permissive
azure-mgmt,0.20.0rc2,2015-08-27 22:29:21.344000+00:00,Apache-2.0,Permissive
azure-mgmt,0.30.0rc6,2016-09-02 00:11:58.354000+00:00,MIT,Permissive
paho-mqtt,0.4.90,2013-12-21 21:40:55.091000+00:00,EPL-1.0,Strong Copyleft
jsonmerge,1.0.0,2014-08-19 18:14:15.134000+00:00,MIT,Permissive
google-cloud-trace,0.15.4,2017-08-24 22:23:33.518000+00:00,Apache-2.0,Permissive
construct,2.5.0,2013-01-17 17:00:26.180000+00:00,MIT,Permissive
jproperties,1.0.1,2015-12-23 19:04:38.254000+00:00,BSD-3-Clause,Permissive
python-pptx,0.2.0,2013-02-11 01:19:32.058000+00:00,MIT,Permissive
pipdeptree,0.1,2014-02-05 17:39:37.311000+00:00,MIT,Permissive
functions-framework,1.0.0,2020-01-09 19:41:56.822000+00:00,Apache-2.0,Permissive
azure-servicefabric,5.6.130,2017-05-04 23:37:16.055000+00:00,MIT,Permissive
azure-mgmt-logic,0.30.0a1,2016-02-19 02:50:31.710000+00:00,Apache-2.0,Permissive
azure-mgmt-logic,1.0.0,2016-08-30 22:14:34.290000+00:00,MIT,Permissive
uwsgi,1.4.9,2013-03-17 07:24:19.550000+00:00,GPL-2.0-only,Strong Copyleft
azure-servicemanagement-legacy,0.20.0rc1,2015-08-24 20:13:24.047000+00:00,Apache-2.0,Permissive
lru-dict,1.0,2013-06-12 14:15:41.502000+00:00,MIT,Permissive
pygit2,0.16.0,2012-02-08 10:50:04.926000+00:00,GPL-2.0-only,Strong Copyleft
cytoolz,0.6.0,2014-04-30 05:46:55.704000+00:00,BSD-3-Clause,Permissive
azure-mgmt-notificationhubs,0.30.0a1,2016-02-19 02:50:45.097000+00:00,Apache-2.0,Permissive
azure-mgmt-notificationhubs,0.30.0rc6,2016-09-02 00:11:06.249000+00:00,MIT,Permissive
yarg,0.1.0,2014-08-08 13:42:57.245000+00:00,MIT,Permissive
qrcode,1.0,2011-11-10 11:04:21.444000+00:00,BSD-3-Clause,Permissive
pipreqs,0.1.3,2015-04-22 19:38:42.538000+00:00,Apache-2.0,Permissive
azure-mgmt-scheduler,0.30.0a1,2016-02-19 02:49:08.287000+00:00,Apache-2.0,Permissive
azure-mgmt-scheduler,1.0.0,2016-08-30 22:13:51.181000+00:00,MIT,Permissive
tablib,0.6.1,2011-05-11 02:25:36.395000+00:00,MIT,Permissive
pympler,0.1,2008-12-11 13:22:29+00:00,Apache-2.0,Permissive
flower,0.2.0,2012-07-24 13:49:12.762000+00:00,BSD-3-Clause,Permissive
pyhamcrest,1.0,2010-12-04 20:18:32.371000+00:00,BSD-3-Clause,Permissive
tokenize-rt,1.0.0,2017-06-02 18:11:32.382000+00:00,MIT,Permissive
requests-unixsocket,0.1.1,2014-11-28 07:50:26.941000+00:00,Apache-2.0,Permissive
cassandra-driver,1.0.0b5,2013-10-10 22:13:49.577000+00:00,Apache-2.0,Permissive
clickhouse-driver,0.0.2,2017-05-13 07:33:35.035000+00:00,MIT,Permissive
flask-restful,0.3.4,2015-07-20 13:51:18.856000+00:00,BSD-3-Clause,Permissive
boxsdk,0.1.13,2015-02-06 09:18:08.678000+00:00,Apache-2.0,Permissive
asyncssh,0.8.1,2014-08-16 04:20:58.092000+00:00,EPL-1.0,Strong Copyleft
asyncssh,1.14.0,2018-09-08 21:46:39.482000+00:00,EPL-2.0,Weak Copyleft
azure-mgmt-commerce,0.30.0rc4,2016-05-25 22:30:51.402000+00:00,Apache-2.0,Permissive
azure-mgmt-commerce,0.30.0rc6,2016-09-02 00:12:04.071000+00:00,MIT,Permissive
